project,pull_number,actor,project_age_month,no_commits,PR_size(SLOC),no_changed_files,time_to_merge_h,is_gpt
brave_brave-core,21756,nvonpentz,74,19,648,54,844.421,1
brave_brave-core,22067,stephenheaps,75,6,292,31,138.877,1
brave_brave-core,22052,supermassive,75,1,1053,15,117.326,1
brave_brave-core,22029,nuo-xu,75,4,1131,22,23.501,1
brave_brave-core,22002,szilardszaloki,75,1,901,29,387.928,1
brave_brave-core,21977,deeppandya,74,6,1773,46,327.003,1
brave_brave-core,21962,sergeyzhukovsky,74,2,554,22,25.838,1
brave_brave-core,21936,atuchin-m,74,5,1001,35,629.768,1
brave_brave-core,21934,bsclifton,74,4,3987,100,203.253,1
brave_brave-core,21921,mkarolin,74,2,2523,263,184.9,1
brave_brave-core,21918,sangwoo108,74,4,446,27,43.993,1
brave_brave-core,21520,atuchin-m,73,7,601,56,405.939,1
brave_brave-core,21900,boocmp,74,2,27,6,19.038,1
brave_brave-core,21898,sergeyzhukovsky,74,1,781,24,2.908,1
brave_brave-core,21897,zenparsing,74,1,2038,150,11.366,1
brave_brave-core,21896,zenparsing,74,1,301,33,4.86,1
brave_brave-core,21859,cypt4,74,4,488,21,118.271,1
brave_brave-core,21857,deeppandya,74,6,1204,56,158.023,1
brave_brave-core,21854,douglashdaniel,74,1,90,7,4.243,1
brave_brave-core,21833,fallaciousreasoning,74,18,1641,31,191.204,1
brave_brave-core,21823,sergeyzhukovsky,74,1,664,16,20.52,1
brave_brave-core,21791,josheleonard,74,7,644,21,95.147,1
brave_brave-core,21718,darkdh,74,5,435,34,358.908,1
brave_brave-core,21519,supermassive,73,1,179,11,41.678,1
brave_brave-core,21408,petemill,73,12,829,34,764.298,1
brave_brave-core,21485,rillian,73,2,490,12,175.074,1
brave_brave-core,21266,supermassive,72,1,758,31,146.478,1
brave_brave-core,21246,tmancey,72,2,1344,77,813.812,1
brave_brave-core,21214,josheleonard,72,1,523,15,170.3,1
brave_brave-core,21204,fallaciousreasoning,72,8,2143,251,193.437,1
brave_brave-core,21191,onyb,72,11,1886,50,267.608,1
brave_brave-core,21188,josheleonard,72,6,2205,24,308.502,1
brave_brave-core,21186,nvonpentz,72,3,473,20,753.827,1
brave_brave-core,21041,mihaiplesa,72,23,16127,279,1406.626,1
brave_brave-core,21014,goodov,72,7,1084,51,1768.276,1
brave_brave-core,20820,evq,71,7,6052,53,994.31,1
brave_brave-core,20754,bsclifton,71,28,10310,243,1914.769,1
brave_brave-core,20343,aseren,70,10,5849,156,3470.24,1
brave_brave-core,20315,cuba,70,2,813,65,3145.582,1
brave_brave-core,19982,goodov,69,6,969,40,2577.606,1
brave_ads-ui,1023,iankrieger,70,8,642,29,45.721,1
brave_ads-ui,1069,iankrieger,70,3,273,42,19.653,1
brave_ads-ui,1076,iankrieger,70,3,250,39,23.465,1
brave_ads-ui,1108,iankrieger,71,13,3623,104,162.229,1
brave_ads-ui,1114,iankrieger,71,3,2798,48,24.443,1
brave_ads-ui,1127,tackley,71,5,2059,52,11.469,1
brave_ads-ui,1134,tackley,71,4,361,38,1.989,1
brave_ads-ui,1137,iankrieger,72,2,1395,12,69.951,1
brave_ads-ui,1140,tackley,72,4,1510,17,1.062,1
brave_brave-core,21290,josheleonard,72,18,2952,67,2108.621,1
brave_brave-core,21516,fallaciousreasoning,73,6,339,21,68.039,1
brave_brave-core,21293,tmancey,72,1,1848,71,148.136,1
brave_brave-core,21332,sangwoo108,73,26,3588,138,1514.867,1
brave_brave-core,21482,goodov,73,9,540,89,800.648,1
brave_brave-core,21475,onyb,73,5,1658,18,66.734,1
brave_brave-core,21467,zenparsing,73,1,1187,31,307.623,1
brave_brave-core,21460,cypt4,73,8,1058,37,426.612,1
brave_brave-core,21458,deeppandya,73,7,1721,80,623.794,1
brave_brave-core,21455,deeppandya,73,2,565,6,570.242,1
brave_brave-core,21444,josheleonard,73,4,1028,9,22.412,1
brave_brave-core,21441,supermassive,73,18,2359,71,485.267,1
brave_brave-core,21430,atuchin-m,73,6,881,44,188.325,1
brave_brave-core,21418,mihaiplesa,73,4,652,27,534.493,1
brave_brave-core,21407,zenparsing,73,1,1295,63,575.849,1
brave_brave-core,21406,onyb,73,6,1648,29,112.229,1
brave_brave-core,21405,zenparsing,73,1,944,34,573.849,1
brave_brave-core,21400,josheleonard,73,11,1655,13,743.539,1
brave_brave-core,21398,petemill,73,14,1721,60,766.883,1
brave_brave-core,21389,tmancey,73,35,2405,207,101.825,1
brave_brave-core,21388,zenparsing,73,1,886,25,100.602,1
brave_brave-core,21377,douglashdaniel,73,1,1077,18,27.448,1
brave_brave-core,21355,djandries,73,3,1105,39,968.381,1
brave_brave-core,21346,sergeyzhukovsky,73,8,1540,89,69.736,1
brave_brave-core,21341,josheleonard,73,4,1278,10,28.083,1
brave_brave-core,21295,fallaciousreasoning,72,2,315,19,94.291,1
brave_brave-core,22090,yrliou,75,1,709,19,196.629,1
brave_brave-core,22225,iccub,75,2,7291,21,20.851,1
brave_brave-core,22109,nvonpentz,75,32,1906,75,110.786,1
brave_brave-ios,8659,stephenheaps,73,7,1446,32,124.514,1
brave_brave-ios,8682,soner-yuksel,73,15,1579,55,167.047,1
brave_brave-ios,8693,iccub,73,2,820,52,3.666,1
brave_brave-ios,8716,stephenheaps,73,7,1629,19,167.064,1
brave_brave-talk,1367,djandries,27,78,3430,129,693.337,1
brave_brave-variations,972,goodov,41,1,64,1,336.423,1
brave_leo,520,fallaciousreasoning,18,1,20,10,59.474,1
brave_news-aggregator,779,aurangzaib048,25,21,3628,73,72.686,1
brave_pull-merge,119,thypon,6,2,122,7,1.209,1
brave_pull-merge,120,thypon,6,2,287,3,15.212,1
brave_pull-merge,85,thypon,4,1,1,1,0.045,1
brave_pull-merge,88,thypon,5,2,211,13,10.709,1
brave_pull-merge,90,thypon,5,1,4,2,0.226,1
brave_pull-merge,91,thypon,5,1,4254,12,3.783,1
brave_uBlock,247,bcaller,54,11,166,15,16.373,1
brave_uBlock,239,bcaller,52,36,511,40,115.68,1
brave_uBlock,238,bcaller,52,14,1469,23,8.903,1
brave_uBlock,237,bcaller,51,15,151,19,254.603,1
brave_uBlock,236,bcaller,51,66,2219,103,206.647,1
brave_uBlock,235,bcaller,51,46,762,176,181.211,1
brave_brave-ios,8654,stephenheaps,73,2,759,7,4.386,1
brave_uBlock,234,bcaller,51,6,159,11,13.576,1
brave_uBlock,231,bcaller,50,56,2048,111,263.947,1
brave_tokenizer,56,rillian,29,1,630,20,0.123,1
brave_brave-core,22091,kylehickinson,75,1,168,225,2.124,1
brave_security-action,466,thypon,11,1,659,5,70.97,1
brave_pull-merge,97,thypon,5,2,4,2,0.545,1
brave_uBlock,233,bcaller,50,40,1367,59,390.704,1
brave_brave-ios,8626,soner-yuksel,72,3,1027,15,22.144,1
brave_security-action,502,thypon,12,1,3080,7,0.429,1
brave_brave-ios,8591,soner-yuksel,72,20,1290,106,403.109,1
brave_brave-core,22306,simonhong,75,10,704,50,101.292,1
brave_brave-core,22304,sangwoo108,75,15,1460,32,233.116,1
brave_brave-core,22285,onyb,75,10,6759,45,266.879,1
brave_brave-core,22257,tmancey,75,1,669,37,41.464,1
brave_brave-core,22232,rillian,75,1,2275,29,2.753,1
brave_brave-core,22231,fallaciousreasoning,75,6,870,39,504.943,1
brave_brave-core,22317,tmancey,75,6,1412,64,69.972,1
brave_brave-core,22230,soner-yuksel,75,4,330,18,121.574,1
brave_ads-ui,1143,tackley,72,1,2095,7,0.186,1
brave_brave-core,22218,nvonpentz,75,2,906,12,2.152,1
brave_brave-core,22155,tmancey,75,2,2567,30,21.153,1
brave_brave-core,22126,kylehickinson,75,1,686,30,121.589,1
brave_brave-core,22116,tmancey,75,10,188,48,5.203,1
brave_brave-ios,8595,nuo-xu,72,4,1528,30,162.915,1
brave_brave-core,22228,nvonpentz,75,4,1042,17,22.026,1
brave_brave-core,22343,soner-yuksel,75,2,338,13,22.315,1
brave_ads-ui,998,iankrieger,68,6,699,29,41.086,1
brave_brave-core,22369,boocmp,75,4,603,68,166.157,1
brave_brave-ios,8557,iccub,72,2,1914,54,3.333,1
brave_brave-core,22367,zenparsing,75,1,1190,70,181.633,1
brave_brave-ios,8533,stephenheaps,71,5,1766,23,124.388,1
brave_brave-core,22553,kylehickinson,76,1,1642,67,71.774,1
brave_brave-core,22542,fallaciousreasoning,76,3,820,13,18.33,1
brave_brave-core,22516,emerick,75,1,727,3,99.016,1
brave_brave-core,22505,deeppandya,75,4,573,28,137.237,1
brave_brave-core,22476,josheleonard,75,1,554,17,22.122,1
brave_brave-core,22444,tmancey,75,9,4903,160,65.85,1
brave_brave-core,22443,supermassive,75,2,1643,12,189.68,1
brave_brave-core,22440,fallaciousreasoning,75,1,516,12,17.48,1
brave_brave-core,22439,fallaciousreasoning,75,3,3501,61,188.707,1
brave_brave-core,22395,simonhong,75,1,732,28,212.941,1
brave_brave-core,22389,djandries,75,7,822,51,287.718,1
brave_brave-core,22381,kylehickinson,75,1,883,42,2.311,1
brave_brave-core,22459,simoarpe,75,15,1388,41,166.989,1
brave-intl_bat-go,2395,pavelbrm,75,10,478,17,90.11,1
brave-intl_bat-go,2347,pavelbrm,74,7,817,14,142.162,1
brave-intl_bat-go,2429,pavelbrm,76,1,194,26,139.819,1
brave-intl_bat-go,2329,husobee,74,1,770,8,0.164,1
brave-intl_bat-go,2299,cld11,73,4,233,13,50.023,1
brave-intl_bat-go,2281,husobee,73,9,1788,33,525.323,1
brave-intl_bat-go,2331,husobee,74,4,800,11,23.394,1
brave-intl_bat-go,2253,cld11,72,1,933,14,157.167,1
braze-inc_braze-docs,5102,bre-fitzgerald,50,30,783,152,0.023,0
cairo-book_cairo-book,147,fricoben,1,3,61,5,75.057,1
canonical_lxd-pkg-snap,145,tomponline,73,1,2,1,0.131,0
canonical_cloud-init,655,oddbloke,72,8,197,11,362.635,0
canonical_cloud-init,479,oddbloke,68,4,15,4,47.442,0
cardstack_boxel,1157,habdelra,37,9,566,30,25.477,1
ceph_ceph,5867,ghost,48,16,3646,17,1629.497,1
ceph_ceph-ansible,3072,mergify[bot],53,1,29,1,0.275,0
channel-io_bezier-react,1418,yangwooseong,37,13,345,36,71.266,0
charmbracelet_mods,7,toby,0,1,92,1,3.192,1
chatchat-space_Langchain-Chatchat,3184,liunux4odoo,11,1,2,1,19.078,0
chatwoot_chatwoot,8666,sojan-official,52,1,4,1,0.328,1
chroma-core_chroma,206,jeffchuber,5,2,6,2,226.008,0
cilium_cilium,28993,julianwiedmann,94,1,304,13,178.303,0
cirros-dev_cirros,82,hrw,32,13,24960,56,196.128,0
ckb-js_nexus,175,homura,3,2,37,2,17.691,1
cleder_pygeoif,209,cleder,138,2,6,2,1.197,1
cleder_pygeoif,215,cleder,139,45,2036,109,1.538,1
cloud-native-taiwan_Infra-Labs-Docs,43,tico88612,16,3,50,8,58.353,0
cockpit-project_bots,5891,jelly,53,2,5,2,145.593,0
cockroachdb_cockroach,103373,craig[bot],111,3,339,3,63.741,1
cocos_cocos-engine,16685,visualsj,97,4,376,10,294.338,0
codante-io_rinha-frontend,12,icaroharry,0,8,135,8,93.883,0
code-kern-ai_bricks,375,felixkirschkern,11,9,501,25,168.792,0
codedog-ai_codedog,9,arcadia822,0,5,4107,55,0.036,1
codedog-ai_codedog,36,cloud26,1,1,7,1,0.004,1
codedog-ai_codedog,31,arcadia822,0,4,104,12,0.034,1
codedog-ai_codedog,26,cloud26,0,3,69,3,0.145,1
codedog-ai_codedog,22,arcadia822,0,3,505,6,5.89,1
coderabbitai_ai-pr-reviewer,218,harjotgill,1,6,92,11,0.184,1
codespell-project_codespell,3222,dimitripapadopoulos,153,1,15,1,0.906,0
codinasion_program,2053,harshraj8843,0,1,17,1,33.571,0
combinatrix-ai_ask.sh,1,hmirin,0,3,10,3,0.086,0
comfyanonymous_ComfyUI,258,comfyanonymous,2,1,23,1,7.145,1
conan-io_conan-center-index,17809,conan-center-bot,45,5,411,12,442.034,0
consenlabs_token-profile,7088,leo2021zzz,38,1,24,2,141.861,0
consensus-shipyard_ipc,675,maciejwitowski,2,160,57167,620,538.623,1
containers_podman,20595,openshift-merge-bot[bot],72,1,111,11,575.888,0
contentful_apps,4456,rusticpenguin,42,9,2959,32,21.38,1
contentful_template-blog-webapp-nextjs,62,adrianlthomas,3,3,6,3,0.777,1
continuedev_continue,1039,sestinj,10,1,2,1,6.17,0
coolsnowwolf_lede,2783,coolsnowwolf,28,1,6,1,60.401,0
coreos_ignition-dracut,191,jlebon,26,1,62,5,5.168,0
coreos_fedora-coreos-docs,336,dustymabe,32,1,204,3,51.683,0
coreos_fedora-coreos-config,1888,dustymabe,47,1,12,1,72.456,0
coreos_bootupd,203,cgwalters,13,3,33,4,1035.698,0
coveo_ui-kit,3674,jelmedini,39,4,56,4,95.656,0
coveo_ui-kit,3073,louis-bompart,32,1,98,1,7.019,0
cozy_cozy-drive,3100,acezard,86,1,104,6,17.852,0
crowdsecurity_crowdsec,2950,mmetc,47,1,2,1,143.844,0
cruise-automation_mlir-tcp,62,sjain-stanford,5,4,185,11,41.056,1
czerwonk_junos_exporter,126,czerwonk,45,1,679,4,507.368,0
dai-motoki_zoltraak,98,dai-motoki,0,11,337,17,31.363,0
danny-avila_LibreChat,55,danny-avila,1,47,4190,187,72.607,1
danny-avila_LibreChat,1230,danny-avila,9,28,1523,48,92.756,1
dart-lang_language,3176,auto-submit[bot],60,5,247,17,22.025,0
dashpay_platform,1679,shumkov,26,24,1719,142,146.187,1
dashpay_platform,1657,shumkov,26,9,898,32,22.541,1
dashpay_dash,5316,pastapastapasta,107,1,29,1,1.786,1
dataelement_bisheng,121,yaojin3616,2,22,27075,239,0.036,0
dataelement_bisheng,478,yaojin3616,7,8,147,8,0.015,0
datawhalechina_learn-nlp-with-transformers,33,erenup,5,1,2,1,20.146,0
datawhalechina_llm-universe,85,0-yy-0,5,3,50,3,1.393,0
dbeaver_idea-workspace-dbeaver,8,serge-rider,46,1,38,2,4.138,0
deepjavalibrary_djl-serving,1659,sindhuvahinis,31,2,41,5,1.745,0
deepjavalibrary_djl-serving,1725,nskool,31,1,1,1,0.728,0
deepmodeling_abacus-develop,2435,dyzheng,27,37,8252,197,142.022,1
deepmodeling_abacus-develop,2440,dyzheng,27,4,678,17,100.949,1
deepmodeling_abacus-develop,2442,dyzheng,27,10,994,38,132.064,1
deepset-ai_haystack,6214,vblagoje,47,7,1337,18,145.621,0
deepset-ai_haystack,6212,vblagoje,47,3,703,13,189.007,0
deepset-ai_haystack,4357,vblagoje,39,18,426,28,214.568,0
demergent-labs_kybra,465,lastmjs,27,34,14475,446,330.985,1
determined-ai_determined,6200,drh-determined-ai,35,5,88,5,183.608,0
devitocodes_devito,2130,mloubout,85,3,110,7,8048.625,0
devitocodes_devito,2143,mloubout,86,3,181,7,461.188,0
devitocodes_devito,547,fabioluporini,24,8,170,12,140.095,0
devitocodes_devito,904,fabioluporini,40,17,422,31,593.524,0
devitocodes_devito,837,fabioluporini,38,3,22,3,142.159,0
digital-asset_daml,3294,garyverhaegen-da,7,4,182,4,116.162,0
digiteinfotech_kairon,1140,sfahad1414,46,1,89,2,1.451,1
digiteinfotech_kairon,1160,hiteshghuge,46,1,2,2,10.082,0
digiteinfotech_kairon,218,sfahad1414,12,17,2553,70,9.738,0
diskfs_go-diskfs,11,deitch,17,1,8,2,0.026,0
dlt-hub_dlt,1184,sh-rp,26,27,1390,87,336.744,0
docker-library_official-images,15006,yosifkit,116,1,4,1,36.096,0
docker-library_official-images,1926,yosifkit,32,1,34,1,24.939,0
docker-library_official-images,3479,yosifkit,47,1,7,1,1322.141,0
dolthub_go-mysql-server,1695,max-hoffman,45,11,3627,230,93.109,1
dotnet_ai-samples,26,jakeradmsft,1,1,438,14,2.132,0
dqbd_tiktoken,51,dqbd,3,1,18,3,22.609,0
dsccommunity_StorageDsc,60,kwirkykat,15,34,11482,196,934.367,0
duckduckgo_privacy-configuration,918,dharb,22,3,19,3,1155.495,0
duckduckgo_privacy-configuration,588,slayterdev,17,2,16,2,0.984,0
duckduckgo_privacy-configuration,1745,jonathankingston,30,1,3,1,25.192,0
duckduckgo_privacy-configuration,1281,sammacbeth,26,2,25,2,79.969,0
duckduckgo_privacy-configuration,1057,jdorweiler,24,5,16,5,46.114,0
duckduckgo_privacy-configuration,1405,dharb,27,1,2,1,13.044,0
duckduckgo_privacy-configuration,1376,jonathankingston,27,1,2,1,0.441,0
duckduckgo_content-blocking-whitelist,70,jdorweiler,9,1,20,1,46.057,0
duckduckgo_privacy-configuration,1594,sammacbeth,29,2,22,2,33.127,0
duckduckgo_privacy-configuration,1741,muodov,30,1,15,1,1.427,0
duneanalytics_spellbook,3240,jeff-dude,38,16,5568,88,531.183,1
duplocloud_terraform-provider-duplocloud,374,joek-duplo,36,2,5,2,0.687,1
dust-tt_dust,2533,spolu,14,2,31,2,0.158,0
dust-tt_dust,507,lasryaric,9,3,201,4,21.149,1
dust-tt_dust,908,popdaph,11,1,114,4,0.08,1
dylanaraps_community,1242,dylanaraps,12,3,29,7,3.171,0
eEIi0A5L_adblock_filter,11,eeii0a5l,40,2,83,3,2.15,0
easylist_easylist,14845,khrin,80,2,8,3,3946.482,0
easylist_easylist,7539,khrin,58,2,8,2,193.086,0
easystats_datawizard,372,strengejacke,21,14,630,28,124.452,1
ecosia_ios-browser,633,lucaschifino,37,1,4,1,2.759,1
ecosia_ios-browser,635,lucaschifino,37,2,37,3,1.012,1
ecosia_ios-browser,629,d4r1091,37,0,0,0,89.111,1
ecosia_ios-browser,624,d4r1091,36,2,15,3,19.447,1
ecosia_ios-browser,625,d4r1091,36,1,2,1,2.324,1
ecosia_ios-browser,631,d4r1091,37,1,10,1,33.207,1
ecosia_ios-browser,626,d4r1091,37,5,46,10,39.565,1
ecosia_ios-browser,627,d4r1091,37,2,8,2,15.821,1
ecosia_ios-browser,634,lucaschifino,37,2,49,3,2.975,1
ecosia_ios-browser,630,d4r1091,37,1,27,6,68.714,1
edlich_education,469,edlich,134,1,41,1,0.164,1
effective-tech-interview_effective-tech-interview-be,15,sa46lll,0,2,64,4,2.905,0
effective-tech-interview_effective-tech-interview-be,2,sa46lll,0,22,725,73,59.679,0
eggjs_egg,5296,fengmk2,92,1,35,2,0.08,0
electricitymaps_electricitymaps-contrib,6485,tonypls,92,5,57,11,145.992,1
elodin-sys_elodin,12,akhilles,1,3,49,3,66.324,1
elsirion_webimint-rs,72,elsirion,7,6,202,10,40.86,1
embox_embox,2384,anton-bondarev,71,1,8,2,1.282,0
embox_embox,2383,anton-bondarev,71,2,60,2,18.88,0
empirical-org_Empirical-Core,9439,dandrabik,111,26,1190,44,98.463,0
encarsia_gpt,17,encarsia,43,1,4,1,6627.019,0
endlessm_eos-boot-helper,29,dbnicholson,16,4,138,9,89.486,0
endlessm_eos-boot-helper,59,wjt,28,1,301,16,339.915,0
enmerk4r_GHPT,12,clicketyclackety,6,3,97,5,257.892,0
envoyproxy_envoy,13669,lizan,50,3,6,3,18.603,0
eonx-com_easy-monorepo,1091,natepage,48,17,979,73,311.195,1
equinor_xtgeo,1127,mferrera,70,1,1564,44,21.956,1
erda-project_erda-ui,4004,laojun,34,1,2,1,0.151,0
exoascension_vault-chat,23,kristenbrann,0,3,206,6,7.734,1
explosion_spacy-llm,80,rmitsch,1,22,323,25,755.13,0
f_awesome-chatgpt-prompts,581,f,4,1,2,1,0.711,1
f5_unovis,182,rokotyan,5,1,881,23,213.49,1
facebookresearch_ParlAI,2069,stephenroller,29,1,5,2,0.802,0
facebookresearch_habitat-lab,1800,0mdc,60,2,8,2,609.954,1
facebookresearch_ParlAI,4542,stephenroller,60,1,5,1,101.539,0
farcasterxyz_hub-monorepo,590,varunsrin,11,42,56006,573,140.375,1
fastestimator_fastestimator,1475,aashokvardhan,59,1,8,4,0.661,1
fastestimator_fastestimator,1473,dwijayds,59,1,60,5,30.624,1
fiatrete_OpenDAN-Personal-AI-OS,99,waterflier,6,4,2080,48,3.963,1
filecoin-project_filecoin-docs,1925,johnnymatthews,37,2,36,6,7.733,1
filipecalegario_awesome-generative-ai,45,filipecalegario,21,1,1,1,411.981,1
filipecalegario_awesome-generative-ai,125,filipecalegario,32,1,1,1,49.329,0
fluxcd_website,1573,stefanprodan,47,7,4588,94,823.929,0
fluxninja_aperture,3060,karansohi,18,2,291,14,114.452,1
fluxninja_aperture,3023,karansohi,18,7,316,11,18.226,1
fmhy_FMHYedit,511,nbats,20,1,2,1,8.091,1
fmhy_FMHYedit,601,nbats,20,1,2,1,25.658,1
forcedotcom_salesforcedx-vscode,5331,willieruemmele,78,2,518,10,267.708,0
forcedotcom_salesforcedx-vscode,5253,floralan,77,5,56,7,145.787,0
formbricks_formbricks,464,mattinannt,12,6,1166,25,207.237,1
formbricks_formbricks,858,mattinannt,15,32,9400,270,812.892,1
formbricks_formbricks,1856,mattinannt,18,1,20,2,95.984,1
formbricks_formbricks,1277,jobenjada,16,31,4982,143,868.56,1
formbricks_formbricks,2271,dhruwang,21,19,2637,120,341.65,1
formbricks_formbricks,412,mattinannt,12,11,439,18,161.993,1
fractl-io_fractl,1127,pratik-fractl,35,9,3092,15,28.664,0
freeCodeCamp_chinese,1160,miyaliu666,47,9,792,9,5610.406,0
freedomcombination_monorepo,1214,7alip,21,3,149,7,21.206,1
freedomcombination_monorepo,1197,myniqx,20,2,75,8,26.724,1
freeverseio_laos,369,magecnion,4,4,34,5,3.364,1
frequenz-floss_frequenz-sdk-python,167,mathias-baumann-frequenz,5,6,378,11,643.634,1
fscarmen2_Argo-Nezha-Service-Container,25,fscarmen2,2,3,18,4,2.116,0
ftrias_TeensyThreads,21,ftrias,33,1,4,1,3629.676,0
fujiapple852_trippy,1046,fujiapple852,23,1,23,1,124.761,1
fullstack-development_blockchain-wiki,44,bimkon144,9,1,680,19,328.361,0
fw876_helloworld,1350,coolsnowwolf,43,1,2,1,73.709,0
fwupd_fwupd,1573,hughsie,56,2,30,2,2.142,0
fwupd_fwupd,1777,hughsie,59,1,17,1,6.162,0
fwupd_fwupd,5178,hughsie,91,1,158,9,336.839,0
fwupd_fwupd,571,hughsie,39,39,6789,191,144.756,0
fwupd_fwupd,584,superm1,40,3,55,17,163.983,0
gem5_gem5,577,bobbyrbruce,107,4,25,5,163.68,1
gemini-hlsw_ocs,633,sraaphorst,13,4,33,5,3.064,0
getsentry_sentry,61152,trillville,159,1,2,1,0.514,0
geyserfund_geyser-app,1095,sajald77,23,14,2793,103,71.862,1
ggerganov_llama.cpp,2005,howard0su,3,1,1,1,0.549,0
ggerganov_llama.cpp,3841,green-sky,7,23,956,40,69.264,1
ggerganov_llama.cpp,1100,ggerganov,1,2,6,2,18.923,0
ggerganov_ggml,359,ggerganov,9,2,97,3,60.009,0
ggerganov_ggml,40,ggerganov,5,5,237,6,103.281,0
git-challenge-design-system_design-system,26,yunchaehyun,0,1,20,2,94.848,0
gitcoinco_grants-stack,2434,vacekj,16,3,50,3,96.346,1
github_codeql,13661,max-schaefer,59,10,373,31,214.704,1
github-linguist_linguist,3744,alhadis,74,3,37327,30,112.302,0
gokrazy_tools,44,stapelberg,70,1,5,1,0.733,0
gonum_plot,505,kortschak,65,1,14,6,4.023,0
goodjoblife_GoodJobShare,1204,peteranny,84,6,248,22,212.291,0
google_BIG-bench,142,lewkowycz,1,18,1590680,28,495.513,1
googleapis_google-cloud-php,5734,vishwarajanand,86,5,586,22,409.431,1
gpt-engineer-org_gpt-engineer,465,pbharrin,2,15,844,33,1065.796,0
gpt-engineer-org_gpt-engineer,512,antonosika,2,24,1035,60,386.239,0
gpt-engineer-org_gpt-engineer,937,atheorell,7,30,2106,34,281.761,0
gptlint_gptlint,3,transitive-bullshit,0,8,2093,26,12.279,0
greenelab_manubot-gpt-manuscript,18,miltondp,0,21,70418,26,18.071,1
gretelai_gretel-blueprints,292,thesteady,32,4,2254,10,1.513,1
gretelai_gretel-blueprints,297,yamini,34,2,81,3,168.834,0
grml_grml-debootstrap,259,mika,149,1,2,1,239.676,0
growthbook_growthbook,1594,lukesonnet,27,2,24,2,306.717,1
guardian_frontend,21282,katebee,82,1,14,1,2.151,0
guardian_frontend,7765,calanthe,31,8,70,9,67.362,0
guidance-ai_guidance,239,slundberg,7,10,3444,70,124.488,1
h2oai_h2o-llmstudio,301,maxjeblick,3,41,1482,77,306.392,0
hackforla_CivicTechJobs,465,mattpereira,37,1,2,1,9.482,1
hades217_awesome-ai,16,hades217,69,1,1,1,222.596,1
haiku_website,263,pulkomandy,29,1,2,1,0.041,0
harttle_md-padding,25,harttle,46,5,68,5,22.722,0
hashicorp_dev-portal,2155,thiskevinwang,25,9,372,26,163.112,0
hashicorp_dev-portal,2205,kendallstrautman,26,7,183,10,15.7,0
hathach_tinyusb,2569,hathach,136,1,38,1,0.047,1
hcavarsan_kftray,163,hcavarsan,3,1,125,3,0.281,1
hcavarsan_kftray,143,hcavarsan,3,9,267,12,0.904,1
hcavarsan_kftray,127,hcavarsan,2,4,785,15,0.08,1
hcavarsan_kftray,123,hcavarsan,2,12,1641,49,6.923,1
helmerapp_micro,31,clearlysid,4,5,76,6,2.118,1
hicommonwealth_commonwealth,3888,cowmuon,37,21,915,43,1597.354,1
holoviz_panel,6213,philippjfr,64,231,26193,862,945.956,1
home-assistant_operating-system,1548,pvizeli,44,1,22,9,93.086,0
hpcaitech_ColossalAI,2028,yuliangliu0306,12,8,764,15,89.479,0
huggingface_transformers,28802,amyeroberts,63,18,723,64,2076.471,0
huggingface_transformers,22209,lewtun,52,7,293,15,21.499,0
huggingface_transformers,20474,ydshieh,48,5,125,5,3.441,0
huggingface_transformers,1853,lysandrejik,12,1,2,1,31.673,0
huggingface_dataset-viewer,986,severo,19,1,2,1,0.009,0
huggingface_peft,1217,younesbelkada,12,7,51,9,236.979,0
huggingface_optimum,1180,fxmarty,23,1,6,1,2.846,0
huggingface_huggingface_hub,39,lysandrejik,4,3,33,3,355.169,0
huggingface_huggingface_hub,1692,wauplin,33,4,51,4,64.462,0
huggingface_transformers,1288,thomwolf,10,2,4,2,314.056,0
huggingface_dataset-viewer,871,severo,19,1,44,4,0.063,0
huggingface_dataset-viewer,651,severo,16,97,11106,409,254.086,0
huggingface_blog,71,julien-c,10,14,392,22,132.504,0
huggingface_dataset-viewer,1289,severo,22,1,16,1,0.073,0
huggingface_candle,1847,laurentmazare,8,1,14,2,10.799,0
huggingface_dataset-viewer,985,polinaeterna,19,53,3482,143,429.167,0
huggingface_dataset-viewer,1026,lhoestq,20,45,10242,119,145.643,0
huggingface_dataset-viewer,1200,andreafrancis,21,1,16,1,0.126,0
huggingface_transformers,30538,zucchini-nlp,65,1,1,1,19.652,1
huggingface_dataset-viewer,1321,lhoestq,22,38,2425,49,50.844,0
huggingface_dataset-viewer,1412,lhoestq,22,1,2,1,4.159,0
huggingface_dataset-viewer,1534,severo,23,2,5,2,0.507,0
huggingface_dataset-viewer,1048,severo,20,1,2,1,0.018,0
hypertrons_hypertrons-crx,713,tyn1998,39,51,7219,141,1776.476,1
iDvel_rime-ice,496,idvel,31,1,24,2,1.822,0
illacloud_illa-builder,2273,aruseito,17,1,3,1,21.619,1
image-source-control_image-source-control,289,webzunft,92,1,22,3,0.071,1
image-source-control_image-source-control,290,webzunft,92,1,76,5,0.237,1
inkstitch_inkstitch,2720,karnigen,97,13,2098,49,1939.513,1
intel_confidential-cloud-native-primitives,180,kenplusplus,6,1,1370,5,15.61,0
intel_neural-compressor,1017,chensuyue,34,1,4,1,20.219,0
intel_xFasterTransformer,41,pujiang2018,4,1,949,18,63.584,0
intercom_intercom-android,601,thevinesh,104,3,27,5,0.421,1
intercom_intercom-react-native,92,thevinesh,23,4,34489,20,0.911,1
