,phase,project_gpt,pull_number_gpt,is_gpt_pr,event_gpt,factor_gpt,factor_gpt_norm,duration_gpt,project_no_gpt,pull_number_no_gpt,is_no_gpt_pr,event_no_gpt,factor_no_gpt,factor_no_gpt_norm,duration_no_gpt,jaccard_distance,jaccard_similiarity,manhattan_distance,cosine_distance,cosine_similarity,euclidean_distance
2158,at_resolution,Codium-ai_pr-agent,817,GPT PR,gpt assistance,[0 0 0 8],[0. 0. 0. 1.],0.14,archlinux_arch-boxes,107,Not GPT PR,not gpt assistance,[ 0  0  0 50],[0. 0. 0. 1.],0.004,0.0,1.0,0.0,0.0,1.0,0.0
2159,at_resolution,Data-Provenance-Initiative_Data-Provenance-Collection,26,GPT PR,gpt assistance,[ 4  6 99  6],[0.    0.021 1.    0.021],1800.157,wix-incubator_quix,515,Not GPT PR,not gpt assistance,[  24   71 2196   53],[0.    0.022 1.    0.013],545.257,0.0,1.0,0.009,0.001,0.999,0.008
2160,at_resolution,DenverCoder1_github-readme-streak-stats,479,GPT PR,gpt assistance,[ 2  2  8 29],[0.    0.    0.222 1.   ],49.129,AUTOMATIC1111_stable-diffusion-webui-extensions,264,Not GPT PR,not gpt assistance,[ 1  1  3 10],[0.    0.    0.222 1.   ],2.089,0.0,1.0,0.0,0.001,0.999,0.0
2161,at_resolution,DragonOS-Community_DragonOS,578,GPT PR,gpt assistance,[  7  29 342  26],[0.    0.066 1.    0.057],171.206,one-among-us_data,150,Not GPT PR,not gpt assistance,[  8  23 258  24],[0.    0.06  1.    0.064],112.344,0.0,1.0,0.013,0.0,1.0,0.009
2162,at_resolution,DragonOS-Community_DragonOS,579,GPT PR,gpt assistance,[ 0  0  0 25],[0. 0. 0. 1.],0.066,archlinux_arch-boxes,107,Not GPT PR,not gpt assistance,[ 0  0  0 50],[0. 0. 0. 1.],0.004,0.0,1.0,0.0,0.0,1.0,0.0
2163,at_resolution,DragonOS-Community_DragonOS,589,GPT PR,gpt assistance,[ 0  0  0 25],[0. 0. 0. 1.],0.816,archlinux_arch-boxes,107,Not GPT PR,not gpt assistance,[ 0  0  0 50],[0. 0. 0. 1.],0.004,0.0,1.0,0.0,0.0,1.0,0.0
2164,at_resolution,DragonOS-Community_DragonOS,592,GPT PR,gpt assistance,[ 0  0  0 25],[0. 0. 0. 1.],0.149,archlinux_arch-boxes,107,Not GPT PR,not gpt assistance,[ 0  0  0 50],[0. 0. 0. 1.],0.004,0.0,1.0,0.0,0.0,1.0,0.0
2165,at_resolution,DragonOS-Community_DragonOS,593,GPT PR,gpt assistance,[ 0  0  0 25],[0. 0. 0. 1.],0.718,archlinux_arch-boxes,107,Not GPT PR,not gpt assistance,[ 0  0  0 50],[0. 0. 0. 1.],0.004,0.0,1.0,0.0,0.0,1.0,0.0
2166,at_resolution,DragonOS-Community_DragonOS,594,GPT PR,gpt assistance,[  3  13 428  25],[0.    0.024 1.    0.052],0.326,Lightning-AI_pytorch-lightning,17597,Not GPT PR,not gpt assistance,[ 21  40 601  51],[0.    0.033 1.    0.052],1700.791,0.0,1.0,0.009,0.001,0.999,0.009
2167,at_resolution,DragonOS-Community_DragonOS,595,GPT PR,gpt assistance,[ 0  0  0 25],[0. 0. 0. 1.],0.578,archlinux_arch-boxes,107,Not GPT PR,not gpt assistance,[ 0  0  0 50],[0. 0. 0. 1.],0.004,0.0,1.0,0.0,0.0,1.0,0.0
2168,at_resolution,DragonOS-Community_DragonOS,596,GPT PR,gpt assistance,[ 0  0  0 26],[0. 0. 0. 1.],70.971,archlinux_arch-boxes,107,Not GPT PR,not gpt assistance,[ 0  0  0 50],[0. 0. 0. 1.],0.004,0.0,1.0,0.0,0.0,1.0,0.0
2169,at_resolution,DragonOS-Community_DragonOS,600,GPT PR,gpt assistance,[ 0  0  0 25],[0. 0. 0. 1.],1.489,archlinux_arch-boxes,107,Not GPT PR,not gpt assistance,[ 0  0  0 50],[0. 0. 0. 1.],0.004,0.0,1.0,0.0,0.0,1.0,0.0
2170,at_resolution,DragonOS-Community_DragonOS,601,GPT PR,gpt assistance,[ 0  0  0 25],[0. 0. 0. 1.],2.388,archlinux_arch-boxes,107,Not GPT PR,not gpt assistance,[ 0  0  0 50],[0. 0. 0. 1.],0.004,0.0,1.0,0.0,0.0,1.0,0.0
2171,at_resolution,DragonOS-Community_DragonOS,602,GPT PR,gpt assistance,[ 0  0  0 25],[0. 0. 0. 1.],0.851,archlinux_arch-boxes,107,Not GPT PR,not gpt assistance,[ 0  0  0 50],[0. 0. 0. 1.],0.004,0.0,1.0,0.0,0.0,1.0,0.0
2172,at_resolution,DragonOS-Community_DragonOS,603,GPT PR,gpt assistance,[ 0  0  0 25],[0. 0. 0. 1.],1.011,archlinux_arch-boxes,107,Not GPT PR,not gpt assistance,[ 0  0  0 50],[0. 0. 0. 1.],0.004,0.0,1.0,0.0,0.0,1.0,0.0
2173,at_resolution,DragonOS-Community_DragonOS,606,GPT PR,gpt assistance,[ 0  0  0 25],[0. 0. 0. 1.],0.177,archlinux_arch-boxes,107,Not GPT PR,not gpt assistance,[ 0  0  0 50],[0. 0. 0. 1.],0.004,0.0,1.0,0.0,0.0,1.0,0.0
2174,at_resolution,DragonOS-Community_DragonOS,607,GPT PR,gpt assistance,[ 0  0  0 26],[0. 0. 0. 1.],0.739,archlinux_arch-boxes,107,Not GPT PR,not gpt assistance,[ 0  0  0 50],[0. 0. 0. 1.],0.004,0.0,1.0,0.0,0.0,1.0,0.0
2175,at_resolution,DragonOS-Community_DragonOS,609,GPT PR,gpt assistance,[ 2  4 20 26],[0.    0.083 0.75  1.   ],16.712,windingwind_zotero-types,37,Not GPT PR,not gpt assistance,[ 2  3 14 17],[0.    0.067 0.8   1.   ],5.916,0.0,1.0,0.066,0.001,0.999,0.052
2176,at_resolution,DragonOS-Community_DragonOS,610,GPT PR,gpt assistance,[ 0  0  0 26],[0. 0. 0. 1.],3.288,archlinux_arch-boxes,107,Not GPT PR,not gpt assistance,[ 0  0  0 50],[0. 0. 0. 1.],0.004,0.0,1.0,0.0,0.0,1.0,0.0
2177,at_resolution,DragonOS-Community_DragonOS,611,GPT PR,gpt assistance,[  2   3 134  26],[0.    0.008 1.    0.182],145.274,hpcaitech_ColossalAI,1985,Not GPT PR,not gpt assistance,[ 2  2 55 12],[0.    0.    1.    0.189],40.384,0.333,0.667,0.015,0.001,0.999,0.011
2178,at_resolution,DragonOS-Community_DragonOS,613,GPT PR,gpt assistance,[ 0  0  0 26],[0. 0. 0. 1.],0.243,archlinux_arch-boxes,107,Not GPT PR,not gpt assistance,[ 0  0  0 50],[0. 0. 0. 1.],0.004,0.0,1.0,0.0,0.0,1.0,0.0
2179,at_resolution,DragonOS-Community_DragonOS,614,GPT PR,gpt assistance,[ 2  6 86 26],[0.    0.048 1.    0.286],69.84,opendilab_LightZero,40,Not GPT PR,not gpt assistance,[ 3  4 20  8],[0.    0.059 1.    0.294],142.566,0.0,1.0,0.019,0.017,0.983,0.014
2180,at_resolution,DragonOS-Community_DragonOS,615,GPT PR,gpt assistance,[  2   9 407  26],[0.    0.017 1.    0.059],67.37,deepset-ai_haystack,4357,Not GPT PR,not gpt assistance,[ 17  27 357  40],[0.    0.029 1.    0.068],214.568,0.0,1.0,0.021,0.003,0.997,0.015
2181,at_resolution,DragonOS-Community_DragonOS,617,GPT PR,gpt assistance,[ 0  0  0 26],[0. 0. 0. 1.],2.129,archlinux_arch-boxes,107,Not GPT PR,not gpt assistance,[ 0  0  0 50],[0. 0. 0. 1.],0.004,0.0,1.0,0.0,0.0,1.0,0.0
2182,at_resolution,DragonOS-Community_DragonOS,618,GPT PR,gpt assistance,[  1   1 316  26],[0.    0.    1.    0.079],18.99,apache_incubator-hugegraph-doc,259,Not GPT PR,not gpt assistance,[  7  10 650  59],[0.    0.005 1.    0.081],48.881,0.333,0.667,0.007,0.0,1.0,0.005
2183,at_resolution,DragonOS-Community_DragonOS,621,GPT PR,gpt assistance,[ 0  0  0 26],[0. 0. 0. 1.],3.593,archlinux_arch-boxes,107,Not GPT PR,not gpt assistance,[ 0  0  0 50],[0. 0. 0. 1.],0.004,0.0,1.0,0.0,0.0,1.0,0.0
2184,at_resolution,DragonOS-Community_DragonOS,622,GPT PR,gpt assistance,[ 2  3 13 26],[0.    0.042 0.458 1.   ],3.028,forcedotcom_salesforcedx-vscode,5253,Not GPT PR,not gpt assistance,[ 3  5 39 77],[0.    0.027 0.486 1.   ],145.787,0.0,1.0,0.043,0.002,0.998,0.032
2185,at_resolution,Ebazhanov_linkedin-skill-assessments-quizzes,6571,GPT PR,gpt assistance,[ 3  3  8 51],[0.    0.    0.104 1.   ],20.121,huggingface_transformers,1288,Not GPT PR,not gpt assistance,[ 1  1  2 11],[0.  0.  0.1 1. ],314.056,0.0,1.0,0.004,0.001,0.999,0.004
2186,at_resolution,EleutherAI_elk,140,GPT PR,gpt assistance,[  5  20 590   1],[0.007 0.032 1.    0.   ],34.981,balena-os_balena-beaglebone,583,Not GPT PR,not gpt assistance,[ 174  420 9584   97],[0.008 0.034 1.    0.   ],4670.324,0.0,1.0,0.003,0.0,1.0,0.002
2187,at_resolution,EleutherAI_lm-evaluation-harness,1171,GPT PR,gpt assistance,[ 2  3  8 39],[0.    0.027 0.162 1.   ],6.106,bloomberg_pybossa,840,Not GPT PR,not gpt assistance,[ 2  3 14 71],[0.    0.014 0.174 1.   ],3.855,0.0,1.0,0.025,0.001,0.999,0.018
2188,at_resolution,Expensify_App,30907,GPT PR,gpt assistance,[ 17  17 263  39],[0.    0.    1.    0.089],760.843,apache_incubator-hugegraph-doc,259,Not GPT PR,not gpt assistance,[  7  10 650  59],[0.    0.005 1.    0.081],48.881,0.333,0.667,0.013,0.004,0.996,0.009
2189,at_resolution,EyuCoder_chatgpt-pro,22,GPT PR,gpt assistance,[0 0 0 2],[0. 0. 0. 1.],1.154,archlinux_arch-boxes,107,Not GPT PR,not gpt assistance,[ 0  0  0 50],[0. 0. 0. 1.],0.004,0.0,1.0,0.0,0.0,1.0,0.0
2190,at_resolution,FlowFuse_node-red-function-gpt,20,GPT PR,gpt assistance,[ 2  3 24  0],[0.083 0.125 1.    0.   ],59.952,radxa_debos-radxa,1,Not GPT PR,not gpt assistance,[ 12  16 147   0],[0.082 0.109 1.    0.   ],124.146,0.0,1.0,0.017,0.0,1.0,0.016
2191,at_resolution,GreptimeTeam_docs,506,GPT PR,gpt assistance,[2 2 8 9],[0.    0.    0.857 1.   ],238.253,RobertCNelson_boot-scripts,41,Not GPT PR,not gpt assistance,[ 1  1 36 41],[0.    0.    0.875 1.   ],36.689,0.0,1.0,0.018,0.021,0.979,0.018
2192,at_resolution,HumanCompatibleAI_tensor-trust,204,GPT PR,gpt assistance,[ 1  4 28  1],[0.    0.111 1.    0.   ],14.508,NascentCore_3k,353,Not GPT PR,not gpt assistance,[ 4 12 75  6],[0.    0.113 1.    0.028],23.651,0.333,0.667,0.03,0.001,0.999,0.028
2193,at_resolution,HumanCompatibleAI_tensor-trust,64,GPT PR,gpt assistance,[  6  15 163   0],[0.037 0.092 1.    0.   ],145.284,woowacourse-teams_2023-map-befine,553,Not GPT PR,not gpt assistance,[ 10  21 192   3],[0.037 0.095 1.    0.   ],24.464,0.0,1.0,0.003,0.0,1.0,0.003
2194,at_resolution,Joystream_atlas,5910,GPT PR,gpt assistance,[ 2  2 21 38],[0.    0.    0.528 1.   ],26.364,antvis_G6,4953,Not GPT PR,not gpt assistance,[ 1  1 43 78],[0.    0.    0.545 1.   ],38.431,0.0,1.0,0.017,0.001,0.999,0.017
2195,at_resolution,Kanaries_graphic-walker,241,GPT PR,gpt assistance,[   1   42 9174   13],[0.    0.004 1.    0.001],20.445,microsoft_generative-ai-for-beginners,229,Not GPT PR,not gpt assistance,[   6   25 4336    9],[0.    0.004 1.    0.001],2662.25,0.0,1.0,0.0,0.0,1.0,0.0
2196,at_resolution,Kanaries_graphic-walker,253,GPT PR,gpt assistance,[ 0  0  0 14],[0. 0. 0. 1.],9.212,archlinux_arch-boxes,107,Not GPT PR,not gpt assistance,[ 0  0  0 50],[0. 0. 0. 1.],0.004,0.0,1.0,0.0,0.0,1.0,0.0
2197,at_resolution,Kanaries_graphic-walker,254,GPT PR,gpt assistance,[ 0  0  0 14],[0. 0. 0. 1.],1.401,archlinux_arch-boxes,107,Not GPT PR,not gpt assistance,[ 0  0  0 50],[0. 0. 0. 1.],0.004,0.0,1.0,0.0,0.0,1.0,0.0
2198,at_resolution,Kanaries_graphic-walker,255,GPT PR,gpt assistance,[ 1  2  8 14],[0.    0.077 0.538 1.   ],22.895,forcedotcom_salesforcedx-vscode,5253,Not GPT PR,not gpt assistance,[ 3  5 39 77],[0.    0.027 0.486 1.   ],145.787,0.0,1.0,0.102,0.004,0.996,0.072
2199,at_resolution,Kanaries_graphic-walker,261,GPT PR,gpt assistance,[  1  24 935  14],[0.    0.025 1.    0.014],54.604,wix-incubator_quix,515,Not GPT PR,not gpt assistance,[  24   71 2196   53],[0.    0.022 1.    0.013],545.257,0.0,1.0,0.004,0.0,1.0,0.003
2200,at_resolution,Kanaries_graphic-walker,262,GPT PR,gpt assistance,[ 1  3 16 14],[0.    0.133 1.    0.867],14.873,package-url_purl-spec,201,Not GPT PR,not gpt assistance,[ 2  4 67 60],[0.    0.031 1.    0.892],292.733,0.0,1.0,0.127,0.005,0.995,0.105
2201,at_resolution,Kanaries_graphic-walker,264,GPT PR,gpt assistance,[ 0  0  0 14],[0. 0. 0. 1.],1.702,archlinux_arch-boxes,107,Not GPT PR,not gpt assistance,[ 0  0  0 50],[0. 0. 0. 1.],0.004,0.0,1.0,0.0,0.0,1.0,0.0
2202,at_resolution,Kanaries_graphic-walker,267,GPT PR,gpt assistance,[ 0  0  0 14],[0. 0. 0. 1.],140.09,archlinux_arch-boxes,107,Not GPT PR,not gpt assistance,[ 0  0  0 50],[0. 0. 0. 1.],0.004,0.0,1.0,0.0,0.0,1.0,0.0
2203,at_resolution,Kanaries_graphic-walker,269,GPT PR,gpt assistance,[ 1  1  2 14],[0.    0.    0.077 1.   ],0.487,dust-tt_dust,2533,Not GPT PR,not gpt assistance,[ 1  1  2 14],[0.    0.    0.077 1.   ],0.159,0.0,1.0,0.0,0.0,1.0,0.0
2204,at_resolution,Kanaries_graphic-walker,270,GPT PR,gpt assistance,[ 2  2 41 15],[0.    0.    1.    0.333],263.972,ggerganov_ggml,359,Not GPT PR,not gpt assistance,[ 1  1 24  9],[0.    0.    1.    0.348],60.009,0.0,1.0,0.015,0.0,1.0,0.015
2205,at_resolution,Kanaries_graphic-walker,274,GPT PR,gpt assistance,[ 0  0  0 14],[0. 0. 0. 1.],0.106,archlinux_arch-boxes,107,Not GPT PR,not gpt assistance,[ 0  0  0 50],[0. 0. 0. 1.],0.004,0.0,1.0,0.0,0.0,1.0,0.0
2206,at_resolution,Kanaries_graphic-walker,276,GPT PR,gpt assistance,[ 0  0  0 14],[0. 0. 0. 1.],2.575,archlinux_arch-boxes,107,Not GPT PR,not gpt assistance,[ 0  0  0 50],[0. 0. 0. 1.],0.004,0.0,1.0,0.0,0.0,1.0,0.0
2207,at_resolution,Kanaries_graphic-walker,278,GPT PR,gpt assistance,[ 0  0  0 14],[0. 0. 0. 1.],0.338,archlinux_arch-boxes,107,Not GPT PR,not gpt assistance,[ 0  0  0 50],[0. 0. 0. 1.],0.004,0.0,1.0,0.0,0.0,1.0,0.0
2208,at_resolution,Kanaries_graphic-walker,282,GPT PR,gpt assistance,[ 0  0  0 15],[0. 0. 0. 1.],0.072,archlinux_arch-boxes,107,Not GPT PR,not gpt assistance,[ 0  0  0 50],[0. 0. 0. 1.],0.004,0.0,1.0,0.0,0.0,1.0,0.0
2209,at_resolution,Kanaries_graphic-walker,284,GPT PR,gpt assistance,[ 4  5 78 15],[0.    0.014 1.    0.149],42.058,Oneflow-Inc_oneflow,4500,Not GPT PR,not gpt assistance,[  2   2 335  49],[0.    0.    1.    0.141],24.907,0.333,0.667,0.022,0.004,0.996,0.016
2210,at_resolution,Kanaries_graphic-walker,288,GPT PR,gpt assistance,[  4  14 225  15],[0.    0.045 1.    0.05 ],44.252,INCATools_ontology-access-kit,705,Not GPT PR,not gpt assistance,[  5  20 327  23],[0.    0.047 1.    0.056],10.066,0.0,1.0,0.008,0.0,1.0,0.006
2211,at_resolution,Kanaries_graphic-walker,289,GPT PR,gpt assistance,[ 0  0  0 15],[0. 0. 0. 1.],44.14,archlinux_arch-boxes,107,Not GPT PR,not gpt assistance,[ 0  0  0 50],[0. 0. 0. 1.],0.004,0.0,1.0,0.0,0.0,1.0,0.0
2212,at_resolution,Kanaries_graphic-walker,291,GPT PR,gpt assistance,[  4   9 170  15],[0.    0.03  1.    0.066],46.329,deepset-ai_haystack,4357,Not GPT PR,not gpt assistance,[ 17  27 357  40],[0.    0.029 1.    0.068],214.568,0.0,1.0,0.003,0.001,0.999,0.002
2213,at_resolution,Kanaries_graphic-walker,295,GPT PR,gpt assistance,[ 0  0  0 15],[0. 0. 0. 1.],1.174,archlinux_arch-boxes,107,Not GPT PR,not gpt assistance,[ 0  0  0 50],[0. 0. 0. 1.],0.004,0.0,1.0,0.0,0.0,1.0,0.0
2214,at_resolution,Kanaries_graphic-walker,297,GPT PR,gpt assistance,[ 1  1  2 15],[0.    0.    0.071 1.   ],16.611,obsidianmd_obsidian-releases,2618,Not GPT PR,not gpt assistance,[ 1  1  4 44],[0.   0.   0.07 1.  ],1656.483,0.0,1.0,0.001,0.003,0.997,0.001
2215,at_resolution,Kanaries_graphic-walker,300,GPT PR,gpt assistance,[  3  16 679  15],[0.    0.019 1.    0.018],18.728,wix-incubator_quix,515,Not GPT PR,not gpt assistance,[  24   71 2196   53],[0.    0.022 1.    0.013],545.257,0.0,1.0,0.008,0.0,1.0,0.006
2216,at_resolution,Kanaries_graphic-walker,305,GPT PR,gpt assistance,[ 0  0  0 15],[0. 0. 0. 1.],3.297,archlinux_arch-boxes,107,Not GPT PR,not gpt assistance,[ 0  0  0 50],[0. 0. 0. 1.],0.004,0.0,1.0,0.0,0.0,1.0,0.0
2217,at_resolution,Kanaries_graphic-walker,308,GPT PR,gpt assistance,[ 0  0  0 15],[0. 0. 0. 1.],22.139,archlinux_arch-boxes,107,Not GPT PR,not gpt assistance,[ 0  0  0 50],[0. 0. 0. 1.],0.004,0.0,1.0,0.0,0.0,1.0,0.0
2218,at_resolution,Kanaries_graphic-walker,310,GPT PR,gpt assistance,[ 0  0  0 15],[0. 0. 0. 1.],0.086,archlinux_arch-boxes,107,Not GPT PR,not gpt assistance,[ 0  0  0 50],[0. 0. 0. 1.],0.004,0.0,1.0,0.0,0.0,1.0,0.0
2219,at_resolution,Kanaries_graphic-walker,314,GPT PR,gpt assistance,[ 1  1  4 16],[0.  0.  0.2 1. ],0.451,tldr-pages_tldr,10095,Not GPT PR,not gpt assistance,[  2   2  24 112],[0.  0.  0.2 1. ],56.646,0.0,1.0,0.0,0.002,0.998,0.0
2220,at_resolution,Kanaries_graphic-walker,319,GPT PR,gpt assistance,[ 1  1  1 16],[0. 0. 0. 1.],5.344,archlinux_arch-boxes,107,Not GPT PR,not gpt assistance,[ 0  0  0 50],[0. 0. 0. 1.],0.004,0.0,1.0,0.0,0.006,0.994,0.0
2221,at_resolution,Kanaries_graphic-walker,320,GPT PR,gpt assistance,[ 0  0  0 16],[0. 0. 0. 1.],0.352,archlinux_arch-boxes,107,Not GPT PR,not gpt assistance,[ 0  0  0 50],[0. 0. 0. 1.],0.004,0.0,1.0,0.0,0.0,1.0,0.0
2222,at_resolution,Kanaries_graphic-walker,321,GPT PR,gpt assistance,[ 1  2 11 16],[0.    0.067 0.667 1.   ],0.223,yast_yast-storage-ng,127,Not GPT PR,not gpt assistance,[ 1  2  8 12],[0.    0.091 0.636 1.   ],166.739,0.0,1.0,0.055,0.001,0.999,0.039
2223,at_resolution,Kanaries_graphic-walker,323,GPT PR,gpt assistance,[  1  10 602  16],[0.    0.015 1.    0.025],5.103,jumpserver_lina,3564,Not GPT PR,not gpt assistance,[   1   23 1329   44],[0.    0.017 1.    0.032],336.484,0.0,1.0,0.009,0.0,1.0,0.007
2224,at_resolution,Kanaries_graphic-walker,327,GPT PR,gpt assistance,[ 0  0  0 16],[0. 0. 0. 1.],0.076,archlinux_arch-boxes,107,Not GPT PR,not gpt assistance,[ 0  0  0 50],[0. 0. 0. 1.],0.004,0.0,1.0,0.0,0.0,1.0,0.0
2225,at_resolution,Kanaries_graphic-walker,331,GPT PR,gpt assistance,[ 0  0  0 17],[0. 0. 0. 1.],34.442,archlinux_arch-boxes,107,Not GPT PR,not gpt assistance,[ 0  0  0 50],[0. 0. 0. 1.],0.004,0.0,1.0,0.0,0.0,1.0,0.0
2226,at_resolution,Kanaries_graphic-walker,332,GPT PR,gpt assistance,[ 1  7 51 17],[0.   0.12 1.   0.32],5.618,snapcore_snapd,10928,Not GPT PR,not gpt assistance,[  6  20 225  78],[0.    0.064 1.    0.329],5003.95,0.0,1.0,0.065,0.001,0.999,0.057
2227,at_resolution,Kanaries_graphic-walker,333,GPT PR,gpt assistance,[ 0  0  0 17],[0. 0. 0. 1.],5.249,archlinux_arch-boxes,107,Not GPT PR,not gpt assistance,[ 0  0  0 50],[0. 0. 0. 1.],0.004,0.0,1.0,0.0,0.0,1.0,0.0
2228,at_resolution,Kanaries_graphic-walker,334,GPT PR,gpt assistance,[ 0  0  0 17],[0. 0. 0. 1.],0.436,archlinux_arch-boxes,107,Not GPT PR,not gpt assistance,[ 0  0  0 50],[0. 0. 0. 1.],0.004,0.0,1.0,0.0,0.0,1.0,0.0
2229,at_resolution,Kanaries_graphic-walker,335,GPT PR,gpt assistance,[ 0  0  0 17],[0. 0. 0. 1.],1.827,archlinux_arch-boxes,107,Not GPT PR,not gpt assistance,[ 0  0  0 50],[0. 0. 0. 1.],0.004,0.0,1.0,0.0,0.0,1.0,0.0
2230,at_resolution,Kanaries_graphic-walker,336,GPT PR,gpt assistance,[ 0  0  0 17],[0. 0. 0. 1.],1.883,archlinux_arch-boxes,107,Not GPT PR,not gpt assistance,[ 0  0  0 50],[0. 0. 0. 1.],0.004,0.0,1.0,0.0,0.0,1.0,0.0
2231,at_resolution,Kanaries_graphic-walker,337,GPT PR,gpt assistance,[ 0  0  0 17],[0. 0. 0. 1.],1.457,archlinux_arch-boxes,107,Not GPT PR,not gpt assistance,[ 0  0  0 50],[0. 0. 0. 1.],0.004,0.0,1.0,0.0,0.0,1.0,0.0
2232,at_resolution,Kanaries_graphic-walker,345,GPT PR,gpt assistance,[ 0  0  0 17],[0. 0. 0. 1.],0.922,archlinux_arch-boxes,107,Not GPT PR,not gpt assistance,[ 0  0  0 50],[0. 0. 0. 1.],0.004,0.0,1.0,0.0,0.0,1.0,0.0
2233,at_resolution,Kanaries_graphic-walker,346,GPT PR,gpt assistance,[ 0  0  0 17],[0. 0. 0. 1.],0.199,archlinux_arch-boxes,107,Not GPT PR,not gpt assistance,[ 0  0  0 50],[0. 0. 0. 1.],0.004,0.0,1.0,0.0,0.0,1.0,0.0
2234,at_resolution,Kanaries_graphic-walker,349,GPT PR,gpt assistance,[  2   2 288  18],[0.    0.    1.    0.056],8.652,MichaIng_DietPi-Docs,371,Not GPT PR,not gpt assistance,[  1   1 118   7],[0.    0.    1.    0.051],13.85,0.0,1.0,0.005,0.0,1.0,0.005
2235,at_resolution,Kanaries_graphic-walker,352,GPT PR,gpt assistance,[  2   8 299  18],[0.    0.02  1.    0.054],1.84,Lightning-AI_pytorch-lightning,17597,Not GPT PR,not gpt assistance,[ 21  40 601  51],[0.    0.033 1.    0.052],1700.791,0.0,1.0,0.015,0.001,0.999,0.013
2236,at_resolution,Kanaries_graphic-walker,353,GPT PR,gpt assistance,[ 0  0  0 18],[0. 0. 0. 1.],0.064,archlinux_arch-boxes,107,Not GPT PR,not gpt assistance,[ 0  0  0 50],[0. 0. 0. 1.],0.004,0.0,1.0,0.0,0.0,1.0,0.0
2237,at_resolution,Kanaries_graphic-walker,355,GPT PR,gpt assistance,[ 0  0  0 18],[0. 0. 0. 1.],21.906,archlinux_arch-boxes,107,Not GPT PR,not gpt assistance,[ 0  0  0 50],[0. 0. 0. 1.],0.004,0.0,1.0,0.0,0.0,1.0,0.0
2238,at_resolution,Kanaries_graphic-walker,356,GPT PR,gpt assistance,[ 1  1 47 18],[0.   0.   1.   0.37],21.843,lfapac-open-source-evangelist_translation,414,Not GPT PR,not gpt assistance,[ 1  1 56 21],[0.    0.    1.    0.364],20.186,0.0,1.0,0.006,0.0,1.0,0.006
2239,at_resolution,Kanaries_graphic-walker,359,GPT PR,gpt assistance,[ 1  1  2 18],[0.    0.    0.059 1.   ],0.197,Wikia_app,10018,Not GPT PR,not gpt assistance,[ 2  2  4 42],[0.   0.   0.05 1.  ],96.811,0.0,1.0,0.009,0.0,1.0,0.009
2240,at_resolution,Kanaries_graphic-walker,364,GPT PR,gpt assistance,[ 0  0  0 18],[0. 0. 0. 1.],0.403,archlinux_arch-boxes,107,Not GPT PR,not gpt assistance,[ 0  0  0 50],[0. 0. 0. 1.],0.004,0.0,1.0,0.0,0.0,1.0,0.0
2241,at_resolution,Kanaries_graphic-walker,365,GPT PR,gpt assistance,[ 0  0  0 18],[0. 0. 0. 1.],0.399,archlinux_arch-boxes,107,Not GPT PR,not gpt assistance,[ 0  0  0 50],[0. 0. 0. 1.],0.004,0.0,1.0,0.0,0.0,1.0,0.0
2242,at_resolution,Kanaries_graphic-walker,372,GPT PR,gpt assistance,[ 0  0  0 18],[0. 0. 0. 1.],0.99,archlinux_arch-boxes,107,Not GPT PR,not gpt assistance,[ 0  0  0 50],[0. 0. 0. 1.],0.004,0.0,1.0,0.0,0.0,1.0,0.0
2243,at_resolution,Kanaries_graphic-walker,374,GPT PR,gpt assistance,[ 2  3 97 19],[0.    0.011 1.    0.179],95.859,appsmithorg_appsmith,29573,Not GPT PR,not gpt assistance,[  4   6 223  41],[0.    0.009 1.    0.169],27.471,0.0,1.0,0.012,0.0,1.0,0.01
2244,at_resolution,Kanaries_graphic-walker,375,GPT PR,gpt assistance,[ 0  0  0 19],[0. 0. 0. 1.],5.699,archlinux_arch-boxes,107,Not GPT PR,not gpt assistance,[ 0  0  0 50],[0. 0. 0. 1.],0.004,0.0,1.0,0.0,0.0,1.0,0.0
2245,at_resolution,Kanaries_graphic-walker,377,GPT PR,gpt assistance,[  1   4 153  19],[0.    0.02  1.    0.118],161.002,risingwavelabs_risingwave,8546,Not GPT PR,not gpt assistance,[ 6  7 69 13],[0.    0.016 1.    0.111],2.678,0.0,1.0,0.011,0.008,0.992,0.008
2246,at_resolution,Kong_kong,12865,GPT PR,gpt assistance,[  5   6  18 113],[0.    0.009 0.12  1.   ],70.813,huggingface_transformers,1288,Not GPT PR,not gpt assistance,[ 1  1  2 11],[0.  0.  0.1 1. ],314.056,0.333,0.667,0.029,0.002,0.998,0.022
2247,at_resolution,Kumar-laxmi_Algorithms,1450,GPT PR,gpt assistance,[ 3  5 43  8],[0.    0.05  1.    0.125],100.57,endlessm_eos-boot-helper,29,Not GPT PR,not gpt assistance,[  3   6 119  16],[0.    0.026 1.    0.112],89.486,0.0,1.0,0.037,0.004,0.996,0.027
2248,at_resolution,LI-Mingyu_cndev-tutorial,23,GPT PR,gpt assistance,[ 2 10 55 27],[0.    0.151 1.    0.472],210.438,ant-design_ant-design-web3,505,Not GPT PR,not gpt assistance,[1 2 8 4],[0.    0.143 1.    0.429],3.079,0.0,1.0,0.051,0.005,0.995,0.044
